,Time,InputLaser,AbsoluteAbsorption,AbsAbsorptionUncertainty,RelativeAbsorption,CameraTrigger,FrameTrigger,FrameNumber
381,-0.00163432,0,1.63815,--,1.60265,1,0,0
382,-0.00163428,0,-1.29065,--,-1.26268,1,0,0
383,-0.00163424,0,-0.57396,--,-0.56152,1,0,0
384,-0.0016342,0,-0.0284,--,-0.02778,1,0,0
385,-0.00163416,0,-0.05711,--,-0.05587,1,0,0
386,-0.00163412,0,-0.61645,--,-0.6031,1,0,0
387,-0.00163408,0,0.3311,--,0.32392,1,0,0
388,-0.00163404,0,-0.38675,--,-0.37836,1,0,0
389,-0.001634,0,-0.41546,--,-0.40646,1,0,0
390,-0.00163396,0,-0.45796,--,-0.44803,1,0,0
391,-0.00163392,0,0.77559,--,0.75878,1,0,0
392,-0.00163388,0,1.03516,--,1.01273,1,0,0
393,-0.00163384,0,0.23003,--,0.22504,1,0,0
394,-0.0016338,0,0.83301,--,0.81496,1,0,0
395,-0.00163376,0,1.49343,--,1.46107,1,0,0
396,-0.00163372,0,0.93409,--,0.91384,1,0,0
397,-0.00163368,0,0.03018,--,0.02952,1,0,0
398,-0.00163364,0,-0.58774,--,-0.575,1,0,0
399,-0.0016336,0,-1.60765,--,-1.57281,1,0,0
400,-0.00163356,0,0.64695,--,0.63293,1,0,0
401,-0.00163352,0,0.86288,--,0.84418,1,0,0
402,-0.00163348,0,-0.07089,--,-0.06936,1,0,0
403,-0.00163344,0,0.1301,--,0.12728,1,0,0
404,-0.0016334,0,-0.05711,--,-0.05587,1,0,0
405,-0.00163336,0,0.50338,--,0.49247,1,0,0
406,-0.00163332,0,-0.6601,--,-0.6458,1,0,0
407,-0.00163328,0,-1.24816,--,-1.22111,1,0,0
408,-0.00163324,0,-1.3343,--,-1.30538,1,0,0
409,-0.0016332,0,0.01525,--,0.01492,1,0,0
410,-0.00163316,0,-0.27189,--,-0.266,1,0,0
411,-0.00163312,0,0.89044,--,0.87114,1,0,0
412,-0.00163308,0,0.97773,--,0.95654,1,0,0
413,-0.00163304,0,1.09144,--,1.06779,1,0,0
414,-0.001633,0,-0.61645,--,-0.6031,1,0,0
415,-0.00163296,0,0.93409,--,0.91384,1,0,0
416,-0.00163292,0,0.45974,--,0.44977,1,0,0
417,-0.00163288,0,-0.61645,--,-0.6031,1,0,0
418,-0.00163284,0,1.78057,--,1.74198,1,0,0
419,-0.0016328,0,1.69557,--,1.65883,1,0,0
420,-0.00163276,0,1.04894,--,1.02621,1,0,0
421,-0.00163272,0,1.36479,--,1.33522,1,0,0
422,-0.00163268,0,1.26487,--,1.23746,1,0,0
423,-0.00163264,0,1.42222,--,1.3914,1,0,0
424,-0.0016326,0,0.6033,--,0.59023,1,0,0
425,-0.00163256,0,0.31732,--,0.31044,1,0,0
426,-0.00163252,0,1.07765,--,1.0543,1,0,0
427,-0.00163248,0,0.84794,--,0.82957,1,1,1
428,-0.00163244,0,-0.20068,--,-0.19633,1,1,0
429,-0.0016324,0,0.81923,--,0.80148,1,1,0
430,-0.00163236,0,-0.27189,--,-0.266,1,1,0
431,-0.00163232,0,-0.68881,--,-0.67389,1,1,0
432,-0.00163228,0,0.07267,--,0.0711,1,1,0
433,-0.00163224,0,-0.32932,--,-0.32218,1,1,0
434,-0.0016322,0,0.89044,--,0.87114,1,1,0
435,-0.00163216,0,-0.05711,--,-0.05587,1,1,0
436,-0.00163212,0,-0.07089,--,-0.06936,1,1,0
437,-0.00163208,0,0.1726,--,0.16886,1,1,0
438,-0.00163204,0,0.1301,--,0.12728,1,1,0
439,-0.001632,0,-0.6601,--,-0.6458,1,1,0
440,-0.00163196,0,-0.27189,--,-0.266,1,1,0
441,-0.00163192,0,-0.94609,--,-0.92559,1,1,0
442,-0.00163188,0,-1.07587,--,-1.05256,1,1,0
443,-0.00163184,0,-0.7026,--,-0.68737,1,1,0
444,-0.0016318,0,0.1301,--,0.12728,1,1,0
445,-0.00163176,0,-0.47289,--,-0.46264,1,1,0
446,-0.00163172,0,-0.57396,--,-0.56152,1,1,0
447,-0.00163168,0,-0.41546,--,-0.40646,1,1,0
448,-0.00163164,0,-0.3431,--,-0.33566,1,1,0
449,-0.0016316,0,-1.26309,--,-1.23572,1,1,0
450,-0.00163156,0,-0.40168,--,-0.39297,1,1,0
451,-0.00163152,0,-1.55022,--,-1.51663,1,1,0
452,-0.00163148,0,-1.44915,--,-1.41775,1,1,0
453,-0.00163144,0,-0.63024,--,-0.61658,1,1,0
454,-0.0016314,0,0.01525,--,0.01492,1,1,0
