time_s,laser,input_power_W,deposited_power_W,absorptivity
0.0001038880726,laser0,95,23.20807785,0.2442955563
0.0001042030055,laser0,95,23.27131205,0.2449611795
0.0001045126534,laser0,95,23.20817687,0.2442965986
0.0001048176171,laser0,95,23.29066764,0.2451649225
0.0001051182937,laser0,95,23.32086737,0.2454828144
0.0001054149683,laser0,95,23.30049094,0.2452683257
0.0001057079532,laser0,95,23.25306546,0.2447691101
0.0001059975094,laser0,95,23.24565374,0.244691092
0.0001062839008,laser0,95,23.21878339,0.2444082462
0.000106567376,laser0,95,23.23323854,0.2445604056
0.0001068481606,laser0,95,23.20600027,0.244273687
0.0001071264446,laser0,95,23.18038712,0.244004075
0.0001074023728,laser0,95,23.04354043,0.2425635835
0.0001076761202,laser0,95,23.05095749,0.2426416578
0.0001079478519,laser0,95,23.01267362,0.2422386697
0.0001081501267,laser0,95,23.00529148,0.242160963
0.0001083793172,laser0,95,22.93952163,0.2414686487
0.0001086352851,laser0,95,22.90956295,0.2411532942
0.0001089003332,laser0,95,22.89187907,0.2409671481
0.0001091634657,laser0,95,22.83777872,0.2403976708
0.0001094251497,laser0,95,22.86870329,0.2407231925
0.0001096856328,laser0,95,22.93012003,0.2413696845
0.0001099449413,laser0,95,22.94468336,0.2415229828
0.0001102031578,laser0,95,22.98257472,0.2419218391
0.0001104603259,laser0,95,22.97970734,0.2418916562
0.000110716522,laser0,95,23.05681411,0.2427033064
0.0001109717757,laser0,95,23.21684074,0.2443877973
0.0001112261459,laser0,95,23.3337458,0.2456183769
0.0001114796588,laser0,95,23.33563154,0.2456382268
0.0001117323586,laser0,95,23.32332787,0.2455087145
0.0001119843052,laser0,95,23.27066941,0.2449544148
0.0001122355708,laser0,95,23.2273291,0.2444982011
0.0001124861514,laser0,95,23.15518111,0.2437387485
0.0001127360882,laser0,95,23.16877376,0.243881829
0.0001129854022,laser0,95,23.15662974,0.2437539973
0.0001130625849,laser0,95,23.13921925,0.2435707289
0.0001131552041,laser0,95,23.14877359,0.243671301
0.0001132663471,laser0,95,23.11671877,0.2433338818
0.0001133997188,laser0,95,23.11967662,0.2433650171
0.0001135588096,laser0,95,23.12871048,0.2434601104
0.0001137432794,laser0,95,23.11260562,0.2432905855
0.0001139528124,laser0,95,23.16133072,0.2438034813
0.0001141871489,laser0,95,23.24842976,0.2447203132
0.0001144331623,laser0,95,23.24651417,0.2447001492
0.00011467794,laser0,95,23.26965994,0.2449437889
0.0001149220975,laser0,95,23.30251041,0.2452895833
0.0001151658613,laser0,95,23.36968145,0.2459966468
0.0001154092786,laser0,95,23.32565171,0.2455331759
0.0001156523704,laser0,95,23.30758105,0.2453429585
0.0001158951472,laser0,95,23.31457402,0.2454165686
0.0001161376197,laser0,95,23.29777042,0.2452396887
0.0001163797961,laser0,95,23.27710752,0.2450221845
0.0001166216958,laser0,95,23.23270102,0.2445547476
0.0001168633182,laser0,95,23.21766738,0.2443964988
0.000117104659,laser0,95,23.19389902,0.2441463055
0.0001173239294,laser0,95,23.12212631,0.2433908033
0.0001175653298,laser0,95,23.10690767,0.243230607
0.0001178060037,laser0,95,23.06184955,0.2427563111
0.0001180462458,laser0,95,23.07147227,0.2428576029
0.0001182862214,laser0,95,23.09649701,0.2431210212
0.0001185259316,laser0,95,23.04959078,0.2426272714
0.0001187654161,laser0,95,23.02166974,0.2423333657
0.0001190047351,laser0,95,23.01733831,0.2422877717
0.0001192439786,laser0,95,23.04064586,0.2425331143
0.0001194831942,laser0,95,23.09008779,0.2430535557
0.0001197224342,laser0,95,23.09103044,0.2430634783
0.0001199617227,laser0,95,23.09762242,0.2431328676
0.000120201132,laser0,95,23.1196301,0.2433645274
0.0001204406967,laser0,95,23.10656928,0.243227045
0.0001206804457,laser0,95,23.09847951,0.2431418895
0.000120919427,laser0,95,23.0643081,0.2427821905
0.000121159511,laser0,95,23.09972832,0.2431550349
0.0001213998694,laser0,95,23.02814535,0.24240153
0.0001216403177,laser0,95,22.95778951,0.2416609422
0.0001218808234,laser0,95,22.94544522,0.2415310023
0.0001220346093,laser0,95,22.947584,0.2415535158
0.0001222127993,laser0,95,22.92666418,0.2413333072
0.0001224154189,laser0,95,23.09490673,0.2431042813
0.0001226423584,laser0,95,23.10514816,0.2432120859
0.0001228845146,laser0,95,23.08671064,0.2430180067
0.0001231260779,laser0,95,22.93105166,0.2413794912
0.0001233676241,laser0,95,22.91443864,0.2412046173
0.0001236090216,laser0,95,22.93063946,0.2413751522
0.0001238497858,laser0,95,22.93804129,0.2414530662
0.0001240896209,laser0,95,22.89889108,0.2410409587
0.0001243283258,laser0,95,22.88556266,0.2409006596
0.0001245658368,laser0,95,22.87119288,0.2407493987
0.0001248023698,laser0,95,22.87775792,0.2408185044
0.0001250378977,laser0,95,22.87842799,0.2408255578
0.0001252724094,laser0,95,22.88077233,0.2408502351
0.0001255058373,laser0,95,22.89478604,0.2409977478
0.000125738087,laser0,95,22.89955275,0.2410479237
0.0001259690963,laser0,95,22.89867822,0.2410387181
0.0001261988218,laser0,95,22.91032849,0.2411613525
0.0001264272973,laser0,95,22.91216367,0.2411806702
0.0001266557569,laser0,95,22.92359409,0.2413009905
0.0001268831785,laser0,95,22.92919589,0.2413599567
0.0001271091659,laser0,95,22.95144081,0.2415941138
0.0001273334775,laser0,95,22.98550066,0.2419526385
0.0001275559779,laser0,95,23.0030682,0.24213756
0.0001277765944,laser0,95,22.99333261,0.2420350801
0.0001279952989,laser0,95,23.01736666,0.2422880701
0.0001282121039,laser0,95,23.12358204,0.2434061267
0.0001284270971,laser0,95,23.13418163,0.2435177014
0.0001286404371,laser0,95,23.1162795,0.2433292579
0.0001288522463,laser0,95,23.13141038,0.2434885303
0.0001290626305,laser0,95,23.13332497,0.2435086839
0.0001292716755,laser0,95,23.13685341,0.2435458253
0.0001294794515,laser0,95,23.1279872,0.2434524969
0.0001296860276,laser0,95,23.13345906,0.2435100954
0.0001298914661,laser0,95,23.10301374,0.2431896183
0.0001300958205,laser0,95,23.10768158,0.2432387535
0.0001302991406,laser0,95,23.08514883,0.2430015666
0.0001305014731,laser0,95,23.0518988,0.2426515663
0.000130702866,laser0,95,23.07952901,0.2429424107
0.000130880784,laser0,95,23.10503754,0.2432109215
0.0001310475643,laser0,95,23.10456761,0.2432059749
0.0001312105983,laser0,95,23.10593516,0.2432203701
0.0001313718021,laser0,95,23.1224663,0.2433943821
0.0001315318726,laser0,95,23.12833395,0.2434561469
0.0001316911856,laser0,95,23.12669501,0.2434388949
0.0001318499501,laser0,95,23.17173573,0.2439130077
0.0001320082469,laser0,95,23.16953336,0.2438898249
0.0001321661782,laser0,95,23.19625155,0.2441710689
0.0001323238135,laser0,95,23.21605684,0.2443795457
0.0001324812147,laser0,95,23.24915687,0.244727967
0.000132638426,laser0,95,23.23074783,0.2445341877
0.0001327954985,laser0,95,23.28640333,0.2451200351
0.0001329524689,laser0,95,23.32571758,0.2455338692
0.0001331094337,laser0,95,23.34778151,0.2457661212
