time_s,laser,input_power_W,deposited_power_W,absorptivity
8.113561714e-05,laser0,156,57.04667907,0.3656838402
8.135722671e-05,laser0,156,57.04296068,0.3656600043
8.157329605e-05,laser0,156,57.04043584,0.3656438195
8.178936538e-05,laser0,156,57.03811926,0.3656289696
8.199989447e-05,laser0,156,57.03482396,0.3656078459
8.221042356e-05,laser0,156,57.04846441,0.3656952847
8.241541242e-05,laser0,156,57.04711528,0.3656866364
8.262040127e-05,laser0,156,57.04570944,0.3656776246
8.282539013e-05,laser0,156,57.05209054,0.3657185291
8.303037898e-05,laser0,156,57.07336337,0.3658548934
8.322951101e-05,laser0,156,57.07483358,0.3658643178
8.342864304e-05,laser0,156,57.07392441,0.3658584898
8.362777507e-05,laser0,156,57.07256018,0.3658497447
8.383333071e-05,laser0,156,57.07132043,0.3658417976
8.404597448e-05,laser0,156,57.08228008,0.3659120518
8.426649394e-05,laser0,156,57.08035046,0.3658996824
8.449583418e-05,laser0,156,57.0786669,0.3658888904
8.473514574e-05,laser0,156,57.07677397,0.3658767562
8.499838845e-05,laser0,156,57.07568503,0.3658697759
8.527625576e-05,laser0,156,57.07575026,0.365870194
8.559117204e-05,laser0,156,57.07507307,0.365865853
8.590608833e-05,laser0,156,57.07698574,0.3658781137
8.617901577e-05,laser0,156,57.0747898,0.3658640372
8.645194322e-05,laser0,156,57.09144041,0.3659707719
8.672487066e-05,laser0,156,57.09035504,0.3659638144
8.699779811e-05,laser0,156,57.09560606,0.3659974747
8.727072555e-05,laser0,156,57.07562143,0.3658693681
8.757397827e-05,laser0,156,57.06746021,0.3658170526
8.787723098e-05,laser0,156,57.0785287,0.3658880045
8.81804837e-05,laser0,156,57.05858228,0.3657601428
8.848373642e-05,laser0,156,57.05145025,0.3657144247
8.878698913e-05,laser0,156,57.04366891,0.3656645443
8.909024185e-05,laser0,156,57.03876366,0.3656331004
8.939349457e-05,laser0,156,57.06948071,0.3658300045
8.969674728e-05,laser0,156,57.0453079,0.3656750507
9e-05,laser0,156,57.04630196,0.3656814228
9.033333333e-05,laser0,156,57.07098134,0.365839624
9.067857143e-05,laser0,156,57.09980207,0.3660243722
9.101147959e-05,laser0,156,57.11242657,0.3661052985
9.134438776e-05,laser0,156,57.17757458,0.366522914
9.167729592e-05,laser0,156,57.18434311,0.366566302
9.199739992e-05,laser0,156,57.20615509,0.3667061223
9.229379252e-05,laser0,156,57.21583141,0.3667681501
9.259018511e-05,laser0,156,57.23973995,0.3669214099
9.288657771e-05,laser0,156,57.26003904,0.3670515323
9.31829703e-05,laser0,156,57.25712159,0.3670328307
9.34793629e-05,laser0,156,57.27552186,0.3671507811
9.376286886e-05,laser0,156,57.34509827,0.3675967838
9.403404847e-05,laser0,156,57.37581987,0.3677937171
9.430522809e-05,laser0,156,57.42704949,0.3681221121
9.45764077e-05,laser0,156,57.39399543,0.3679102271
9.484758732e-05,laser0,156,57.36331372,0.3677135495
9.511876693e-05,laser0,156,57.34814421,0.367616309
9.537567394e-05,laser0,156,57.32823184,0.3674886656
9.561905952e-05,laser0,156,57.38703405,0.3678656029
9.584963533e-05,laser0,156,57.36538163,0.3677268053
9.608021115e-05,laser0,156,57.38185889,0.3678324288
9.62979772e-05,laser0,156,57.36471599,0.3677225384
9.651574324e-05,laser0,156,57.38515873,0.3678535816
9.673350929e-05,laser0,156,57.3978537,0.3679349596
9.695127534e-05,laser0,156,57.41098354,0.3680191253
9.716904139e-05,laser0,156,57.41129334,0.3680211111
9.738680743e-05,laser0,156,57.40797323,0.3679998284
9.760457348e-05,laser0,156,57.42721774,0.3681231906
9.782233953e-05,laser0,156,57.40940149,0.3680089839
9.804010557e-05,laser0,156,57.38566021,0.3678567962
9.825787162e-05,laser0,156,57.40420841,0.367975695
9.847563767e-05,laser0,156,57.38870018,0.3678762832
9.869340372e-05,laser0,156,57.38500715,0.3678526099
9.891116976e-05,laser0,156,57.36117102,0.3676998143
9.912893581e-05,laser0,156,57.3549322,0.3676598218
9.934670186e-05,laser0,156,57.34421769,0.3675911391
9.956446791e-05,laser0,156,57.33794348,0.3675509197
9.978223395e-05,laser0,156,57.36111345,0.3676994452
0.0001,laser0,156,57.35418812,0.3676550521
0.0001002,laser0,156,57.36926154,0.3677516765
0.0001004,laser0,156,57.36712501,0.3677379809
0.0001006,laser0,156,57.37728823,0.3678031297
0.0001007958333,laser0,156,57.38164228,0.3678310403
0.0001009916667,laser0,156,57.38243067,0.367836094
0.0001011833333,laser0,156,57.37971128,0.367818662
0.000101370922,laser0,156,57.38144298,0.3678297627
0.0001015585106,laser0,156,57.38766788,0.3678696659
0.0001017420213,laser0,156,57.38853887,0.3678752492
0.0001019255319,laser0,156,57.37657564,0.3677985618
0.0001021049645,laser0,156,57.37778358,0.367806305
0.0001022804098,laser0,156,57.41119036,0.368020451
0.0001024519562,laser0,156,57.41664459,0.368055414
0.0001026196905,laser0,156,57.47408621,0.3684236296
0.0001027836974,laser0,156,57.50449799,0.3686185769
0.0001029477043,laser0,156,57.53890863,0.3688391579
0.0001031117112,laser0,156,57.55993121,0.368973918
0.000103275718,laser0,156,57.57919267,0.3690973889
0.0001034397249,laser0,156,57.61275017,0.3693125011
0.0001036037318,laser0,156,57.60975402,0.369293295
0.0001037720546,laser0,156,57.63986097,0.3694862883
0.0001039450531,laser0,156,57.65503865,0.3695835811
0.0001041231398,laser0,156,57.68597737,0.3697819062
0.0001043127159,laser0,156,57.75022509,0.3701937506
0.0001045158332,laser0,156,57.85685376,0.3708772677
0.0001047351999,laser0,156,57.97334351,0.3716239969
0.0001049641042,laser0,156,58.01684805,0.3719028721
0.0001052039088,laser0,156,58.05927537,0.3721748421
0.0001054437134,laser0,156,58.08443237,0.3723361049
0.0001056715277,laser0,156,58.11275972,0.3725176905
0.0001059119984,laser0,156,58.14503286,0.3727245696
0.0001061524691,laser0,156,58.24228774,0.3733479983
0.0001063929397,laser0,156,58.3139497,0.3738073699
0.0001066505869,laser0,156,58.34094755,0.373980433
0.0001069082341,laser0,156,58.53744962,0.3752400617
0.0001071658812,laser0,156,58.64794188,0.3759483454
0.0001074235284,laser0,156,58.75379691,0.3766269033
0.0001076811755,laser0,156,58.89904125,0.3775579567
0.0001079388227,laser0,156,59.0058301,0.3782425006
0.0001081964699,laser0,156,59.01562114,0.3783052637
0.000108454117,laser0,156,59.04640919,0.378502623
0.0001087117642,laser0,156,59.08789817,0.378768578
0.0001089694114,laser0,156,59.12431166,0.3790019978
0.0001092270585,laser0,156,59.16956836,0.3792921049
0.0001094847057,laser0,156,59.20910719,0.3795455589
0.0001097423528,laser0,156,59.25142248,0.3798168108
